Location,Time,AgeGrp,AgeGrpStart,PopMale,PopFemale,PopTotal
World,1950,0,0,41603.063,39904.125,81507.189
World,1950,1,1,36997.342,35535.68,72533.022
World,1950,2,2,34245.42,32852.067,67097.486
World,1950,3,3,32359.045,31034.558,63393.603
World,1950,4,4,30007.403,28814.396,58821.799
World,1950,5,5,28064.786,26926.025,54990.81
World,1950,6,6,27335.356,26193.907,53529.262
World,1950,7,7,26943.301,25801.547,52744.847
World,1950,8,8,26952.319,25796.237,52748.556
World,1950,9,9,26991.203,25835.306,52826.51
World,1950,10,10,26744.793,25565.128,52309.921
World,1950,11,11,26604.114,25383.45,51987.565
World,1950,12,12,26560.175,25306.716,51866.891
World,1950,13,13,26163.516,25018.451,51181.967
World,1950,14,14,25579.678,24613.295,50192.973
World,1950,15,15,24957.794,24103.332,49061.126
World,1950,16,16,24442.102,23601.761,48043.863
World,1950,17,17,24002.317,23217.863,47220.18
World,1950,18,18,23543.679,22820.525,46364.204
World,1950,19,19,23417.8,22708.703,46126.503
World,1950,20,20,23184.888,22523.756,45708.644
World,1950,21,21,22833.357,22263.649,45097.006
World,1950,22,22,22405.732,21888.451,44294.183
World,1950,23,23,21642.761,21305.679,42948.44
World,1950,24,24,21050.044,20968.313,42018.357
World,1950,25,25,20487.383,20640.763,41128.147
World,1950,26,26,19772.569,20096.755,39869.324
World,1950,27,27,19035.59,19452.975,38488.565
World,1950,28,28,18468.576,18855.386,37323.962
World,1950,29,29,18063.858,18413.24,36477.099
World,1950,30,30,17340.623,17658.5,34999.122
World,1950,31,31,16392.329,16652.804,33045.134
World,1950,32,32,15809.776,15992.393,31802.169
World,1950,33,33,15592.29,15765.276,31357.567
World,1950,34,34,15699.497,15992.651,31692.148
World,1950,35,35,15987.084,16412.899,32399.983
World,1950,36,36,16036.44,16504.482,32540.922
World,1950,37,37,15758.653,16232.383,31991.036
World,1950,38,38,15337.454,15773.35,31110.804
World,1950,39,39,15099.602,15522.632,30622.234
World,1950,40,40,14914.414,15316.317,30230.73
World,1950,41,41,14582.104,14957.272,29539.376
World,1950,42,42,14193.166,14535.406,28728.572
World,1950,43,43,13799.58,14097.32,27896.9
World,1950,44,44,13441.673,13741.761,27183.434
World,1950,45,45,13065.183,13363.373,26428.555
World,1950,46,46,12699.644,13032.141,25731.785
World,1950,47,47,12328.799,12693.394,25022.193
World,1950,48,48,11880.132,12244.843,24124.976
World,1950,49,49,11473.986,11969.378,23443.364
World,1950,50,50,10972.521,11490.725,22463.246
World,1950,51,51,10482.996,10974.253,21457.249
World,1950,52,52,10147.348,10681.934,20829.283
World,1950,53,53,9722.414,10280.396,20002.81
World,1950,54,54,9301.578,9946.882,19248.461
World,1950,55,55,8887.314,9568.785,18456.1
World,1950,56,56,8500.935,9199.132,17700.068
World,1950,57,57,8129.583,8822.686,16952.27
World,1950,58,58,7723.038,8429.599,16152.636
World,1950,59,59,7388.271,8160.899,15549.171
World,1950,60,60,7134.701,7924.283,15058.984
World,1950,61,61,6973.877,7846.744,14820.621
World,1950,62,62,6696.518,7604.605,14301.123
World,1950,63,63,6268.583,7133.705,13402.288
World,1950,64,64,5837.855,6748.986,12586.841
World,1950,65,65,5440.382,6354.056,11794.438
World,1950,66,66,5087.654,6016.461,11104.115
World,1950,67,67,4762.583,5695.845,10458.428
World,1950,68,68,4425.325,5338.329,9763.655
World,1950,69,69,4116.354,5040.09,9156.443
World,1950,70,70,3764.184,4635.528,8399.712
World,1950,71,71,3436.737,4297.243,7733.98
World,1950,72,72,3176.686,4005.972,7182.658
World,1950,73,73,2915.13,3685.13,6600.259
World,1950,74,74,2661.182,3424.602,6085.784
World,1950,75,75,2377.493,3107.669,5485.162
World,1950,76,76,2113.636,2795.642,4909.279
World,1950,77,77,1879.88,2530.894,4410.774
World,1950,78,78,1629.459,2224.607,3854.066
World,1950,79,79,1398.602,1948.069,3346.671
World,1950,80,80,1202.982,1719.874,2922.856
World,1950,81,81,1013.716,1487.381,2501.097
World,1950,82,82,843.211,1272.326,2115.537
World,1950,83,83,696.41,1082.302,1778.713
World,1950,84,84,569.812,911.091,1480.903
World,1950,85,85,456.955,755.563,1212.518
World,1950,86,86,361.627,619.004,980.631
World,1950,87,87,281.271,498.675,779.946
World,1950,88,88,214.408,393.177,607.585
World,1950,89,89,161.662,306.745,468.407
World,1950,90,90,117.927,231.912,349.839
World,1950,91,91,83.967,169.901,253.868
World,1950,92,92,60.678,125.366,186.043
World,1950,93,93,42.508,90.392,132.9
World,1950,94,94,27.21,60.276,87.486
World,1950,95,95,17.529,40.149,57.678
World,1950,96,96,12.652,29.265,41.917
World,1950,97,97,8.809,20.773,29.581
World,1950,98,98,5.705,13.768,19.474
World,1950,99,99,3.363,8.334,11.697
World,1950,100+,100,4.033,10.56,14.593
World,1951,0,0,42614.775,40953.694,83568.469
World,1951,1,1,38587.929,37150.889,75738.818
World,1951,2,2,35576.899,34160.175,69737.073
World,1951,3,3,33456.058,32072.239,65528.298
World,1951,4,4,31875.922,30555.543,62431.465
World,1951,5,5,29663.969,28470.919,58134.889
World,1951,6,6,27828.887,26693.739,54522.626
World,1951,7,7,27173.537,26025.78,53199.317
World,1951,8,8,26795.916,25650.947,52446.863
World,1951,9,9,26823.716,25665.683,52489.4
World,1951,10,10,26925.8,25764.317,52690.117
World,1951,11,11,26631.939,25466.503,52098.442
World,1951,12,12,26504.572,25296.764,51801.336
World,1951,13,13,26454.088,25224.406,51678.494
World,1951,14,14,26040.874,24920.953,50961.827
World,1951,15,15,25460.082,24525.672,49985.753
World,1951,16,16,24845.189,24002.489,48847.677
World,1951,17,17,24327.713,23491.901,47819.614
World,1951,18,18,23885.589,23107.456,46993.045
World,1951,19,19,23420.911,22716.179,46137.09
World,1951,20,20,23292.986,22605.952,45898.938
World,1951,21,21,23051.433,22428.645,45480.079
World,1951,22,22,22684.992,22137.004,44821.995
World,1951,23,23,22259.247,21780.528,44039.774
World,1951,24,24,21495.986,21183.664,42679.651
World,1951,25,25,20915.147,20873.731,41788.878
World,1951,26,26,20349.138,20522.251,40871.389
World,1951,27,27,19638.575,19978.239,39616.815
World,1951,28,28,18897.924,19332.231,38230.154
World,1951,29,29,18343.118,18744.269,37087.387
World,1951,30,30,17961.832,18336.313,36298.145
World,1951,31,31,17229.515,17562.929,34792.444
World,1951,32,32,16272.203,16552.31,32824.514
World,1951,33,33,15680.604,15880.142,31560.747
World,1951,34,34,15459.354,15642.593,31101.947
World,1951,35,35,15574.067,15893.984,31468.051
World,1951,36,36,15849.3,16287.746,32137.046
World,1951,37,37,15922.915,16401.734,32324.649
World,1951,38,38,15615.51,16095.925,31711.434
World,1951,39,39,15206.13,15653.578,30859.709
World,1951,40,40,14972.973,15402.646,30375.619
World,1951,41,41,14766.462,15185.994,29952.456
World,1951,42,42,14429.274,14837.42,29266.694
World,1951,43,43,14036.287,14420.192,28456.478
World,1951,44,44,13637.583,13966.539,27604.122
World,1951,45,45,13287.432,13628.739,26916.171
World,1951,46,46,12900.233,13237.695,26137.928
World,1951,47,47,12535.504,12909.953,25445.458
World,1951,48,48,12147.7,12559.006,24706.707
World,1951,49,49,11704.105,12116.623,23820.729
World,1951,50,50,11299.734,11846.103,23145.837
World,1951,51,51,10787.076,11356.274,22143.35
World,1951,52,52,10289.962,10830.744,21120.707
World,1951,53,53,9932.808,10532.719,20465.527
World,1951,54,54,9506.637,10123.533,19630.17
World,1951,55,55,9090.029,9807.71,18897.739
World,1951,56,56,8663.698,9418.537,18082.234
World,1951,57,57,8286.282,9046.504,17332.786
World,1951,58,58,7903.551,8660.016,16563.568
World,1951,59,59,7501.953,8271.497,15773.451
World,1951,60,60,7145.54,7984.699,15130.238
World,1951,61,61,6881.236,7729.789,14611.026
World,1951,62,62,6704.475,7645.292,14349.767
World,1951,63,63,6422.565,7393.702,13816.267
World,1951,64,64,5984.149,6904.463,12888.612
World,1951,65,65,5565.07,6532.685,12097.754
World,1951,66,66,5168.093,6127.199,11295.292
World,1951,67,67,4813.061,5771.64,10584.701
World,1951,68,68,4488.483,5453.646,9942.129
World,1951,69,69,4148.51,5090.286,9238.796
World,1951,70,70,3837.789,4776.805,8614.593
World,1951,71,71,3491.698,4379.474,7871.172
World,1951,72,72,3171.985,4033.363,7205.347
World,1951,73,73,2914.332,3741.206,6655.538
World,1951,74,74,2659.179,3419.819,6078.998
World,1951,75,75,2408.423,3163.748,5572.171
World,1951,76,76,2132.809,2837.532,4970.342
World,1951,77,77,1882.434,2540.926,4423.359
World,1951,78,78,1656.472,2274.493,3930.965
World,1951,79,79,1417.647,1977.699,3395.347
World,1951,80,80,1204.31,1713.624,2917.934
World,1951,81,81,1023.126,1496.011,2519.137
World,1951,82,82,850.818,1276.922,2127.74
World,1951,83,83,697.462,1078.067,1775.528
World,1951,84,84,568.999,904.923,1473.921
World,1951,85,85,457.074,750.165,1207.239
World,1951,86,86,361.3,612.953,974.253
World,1951,87,87,280.183,493.974,774.157
World,1951,88,88,213.315,390.55,603.865
World,1951,89,89,159.488,302.947,462.435
World,1951,90,90,117.823,232.118,349.942
World,1951,91,91,84.271,171.921,256.192
World,1951,92,92,58.477,123.347,181.824
World,1951,93,93,41.003,88.715,129.718
World,1951,94,94,28.012,62.543,90.555
World,1951,95,95,17.605,40.935,58.54
World,1951,96,96,11.131,26.662,37.793
World,1951,97,97,7.797,18.897,26.694
World,1951,98,98,5.277,13.038,18.314
World,1951,99,99,3.362,8.431,11.793
World,1951,100+,100,4.09,10.867,14.957
World,1952,0,0,43984.291,42268.08,86252.372
World,1952,1,1,39614.802,38211.745,77826.546
World,1952,2,2,37182.344,35786.384,72968.727
World,1952,3,3,34797.683,33386.595,68184.277
World,1952,4,4,32979.515,31597.35,64576.865
World,1952,5,5,31545.272,30222.665,61767.938
World,1952,6,6,29427.496,28236.585,57664.08
World,1952,7,7,27671.214,26530.349,54201.563
World,1952,8,8,27037.1,25885.768,52922.868
World,1952,9,9,26681.221,25533.41,52214.631
World,1952,10,10,26752.545,25588.827,52341.372
World,1952,11,11,26815.699,25664.291,52479.99
World,1952,12,12,26532.713,25379.792,51912.505
World,1952,13,13,26403.795,25218.325,51622.12
World,1952,14,14,26340.388,25129.591,51469.98
World,1952,15,15,25925.942,24832.791,50758.732
World,1952,16,16,25345.854,24425.724,49771.578
World,1952,17,17,24727.524,23897.831,48625.355
World,1952,18,18,24202.272,23385.614,47587.887
World,1952,19,19,23757.62,23007.396,46765.016
World,1952,20,20,23294.641,22615.118,45909.759
World,1952,21,21,23165.784,22513.246,45679.029
World,1952,22,22,22912.733,22309.345,45222.079
World,1952,23,23,22549.827,22030.332,44580.159
World,1952,24,24,22125.092,21663.366,43788.459
World,1952,25,25,21376.057,21088.543,42464.6
World,1952,26,26,20787.892,20758.938,41546.83
World,1952,27,27,20227.493,20410.447,40637.94
World,1952,28,28,19515.247,19864.427,39379.673
World,1952,29,29,18783.362,19225.536,38008.898
World,1952,30,30,18249.339,18667.411,36916.749
World,1952,31,31,17865.324,18244.095,36109.42
World,1952,32,32,17119.656,17462.546,34582.201
World,1952,33,33,16155.174,16445.106,32600.281
World,1952,34,34,15561.808,15767.901,31329.71
World,1952,35,35,15344.665,15544.117,30888.782
World,1952,36,36,15447.254,15775.013,31222.267
World,1952,37,37,15741.697,16187.793,31929.49
World,1952,38,38,15789.807,16272.577,32062.383
World,1952,39,39,15489.855,15980.359,31470.214
World,1952,40,40,15083.335,15537.661,30620.997
World,1952,41,41,14833.73,15276.413,30110.143
World,1952,42,42,14618.453,15066.922,29685.375
World,1952,43,43,14278.862,14721.593,29000.456
World,1952,44,44,13879.645,14289.793,28169.439
World,1952,45,45,13485.458,13850.876,27336.333
World,1952,46,46,13125.683,13502.445,26628.127
World,1952,47,47,12739.19,13115.998,25855.188
World,1952,48,48,12360.032,12779.124,25139.156
World,1952,49,49,11974.275,12432.634,24406.909
World,1952,50,50,11525.693,11988.039,23513.732
World,1952,51,51,11114.968,11712.067,22827.035
World,1952,52,52,10601.736,11216.662,21818.397
World,1952,53,53,10085.308,10685.754,20771.062
World,1952,54,54,9721.051,10377.1,20098.151
World,1952,55,55,9298.544,9982.41,19280.954
World,1952,56,56,8872.569,9657.423,18529.992
World,1952,57,57,8454.238,9268.058,17722.297
World,1952,58,58,8064.872,8885.84,16950.711
World,1952,59,59,7683.633,8503.153,16186.786
World,1952,60,60,7263.801,8098.252,15362.053
World,1952,61,61,6898.185,7792.775,14690.96
World,1952,62,62,6621.452,7532.19,14153.641
World,1952,63,63,6437.151,7438.396,13875.548
World,1952,64,64,6140.077,7164.147,13304.224
World,1952,65,65,5708.166,6682.322,12390.487
World,1952,66,66,5290.756,6301.291,11592.047
World,1952,67,67,4895.587,5884.265,10779.853
World,1952,68,68,4541.609,5531.307,10072.915
World,1952,69,69,4211.85,5204.031,9415.881
World,1952,70,70,3871.552,4828.446,8699.998
World,1952,71,71,3563.07,4516.122,8079.192
World,1952,72,72,3226.724,4117.106,7343.831
World,1952,73,73,2914.273,3770.336,6684.609
World,1952,74,74,2661.659,3472.628,6134.286
World,1952,75,75,2411.286,3163.499,5574.785
World,1952,76,76,2164.941,2894.398,5059.338
World,1952,77,77,1903.361,2584.225,4487.586
World,1952,78,78,1661.241,2286.742,3947.983
World,1952,79,79,1443.304,2025.046,3468.351
World,1952,80,80,1222.292,1741.495,2963.787
World,1952,81,81,1026.004,1492.884,2518.889
World,1952,82,82,860.47,1287.321,2147.791
World,1952,83,83,705.263,1084.314,1789.576
World,1952,84,84,570.847,903.027,1473.874
World,1952,85,85,457.452,746.572,1204.024
World,1952,86,86,362.125,609.917,972.042
World,1952,87,87,280.582,490.489,771.071
World,1952,88,88,213.2,388.082,601.282
World,1952,89,89,159.28,301.664,460.943
World,1952,90,90,116.647,229.712,346.359
World,1952,91,91,84.469,172.397,256.865
World,1952,92,92,59.02,125.076,184.096
World,1952,93,93,39.867,87.62,127.486
World,1952,94,94,27.293,61.541,88.834
World,1952,95,95,18.312,42.541,60.853
World,1952,96,96,11.342,27.332,38.674
World,1952,97,97,7.019,17.373,24.392
World,1952,98,98,4.784,11.965,16.749
World,1952,99,99,3.166,8.043,11.209
World,1952,100+,100,4.2,11.211,15.411
World,1953,0,0,45182.851,43408.045,88590.895
World,1953,1,1,41000.802,39537.052,80537.854
World,1953,2,2,38243.125,36874.227,75117.352
World,1953,3,3,36420.667,35029.099,71449.765
World,1953,4,4,34325.678,32915.656,67241.334
World,1953,5,5,32645.604,31261.775,63907.38
World,1953,6,6,31319.615,29995.209,61314.824
World,1953,7,7,29256.54,28059.873,57316.413
World,1953,8,8,27531.475,26386.821,53918.295
World,1953,9,9,26927.047,25770.768,52697.815
World,1953,10,10,26609.634,25456.255,52065.889
World,1953,11,11,26651.412,25494.142,52145.554
World,1953,12,12,26715.875,25572.363,52288.238
World,1953,13,13,26433.068,25303.36,51736.428
World,1953,14,14,26295.838,25129.492,51425.33
World,1953,15,15,26230.923,25042.446,51273.368
World,1953,16,16,25811.556,24733.416,50544.973
World,1953,17,17,25223.586,24321.072,49544.658
World,1953,18,18,24600.112,23796.094,48396.207
World,1953,19,19,24079.048,23287.982,47367.029
World,1953,20,20,23643.453,22905.571,46549.024
World,1953,21,21,23172.566,22518.846,45691.412
World,1953,22,22,23038.633,22399.401,45438.035
World,1953,23,23,22792.096,22206.15,44998.247
World,1953,24,24,22426.506,21918.929,44345.436
World,1953,25,25,22011.35,21567.911,43579.26
World,1953,26,26,21257.695,20976.288,42233.983
World,1953,27,27,20670.372,20647.712,41318.084
World,1953,28,28,20111.936,20300.234,40412.171
World,1953,29,29,19407.644,19759,39166.643
World,1953,30,30,18691.063,19142.113,37833.176
World,1953,31,31,18149.406,18564.671,36714.076
World,1953,32,32,17766.886,18148.64,35915.526
World,1953,33,33,17018.896,17365.186,34384.082
World,1953,34,34,16051.402,16344.755,32396.157
World,1953,35,35,15456.614,15673.22,31129.835
World,1953,36,36,15230.08,15433.495,30663.575
World,1953,37,37,15338.358,15673.151,31011.509
World,1953,38,38,15614.042,16066.855,31680.897
World,1953,39,39,15666.223,16160.69,31826.913
World,1953,40,40,15363.799,15868.725,31232.524
World,1953,41,41,14947.257,15414.408,30361.665
World,1953,42,42,14693.635,15161.526,29855.161
World,1953,43,43,14469.869,14950.949,29420.818
World,1953,44,44,14127.213,14595.158,28722.372
World,1953,45,45,13731.209,14176.41,27907.619
World,1953,46,46,13326.235,13727.237,27053.471
World,1953,47,47,12965.669,13381.591,26347.26
World,1953,48,48,12568.941,12989.669,25558.61
World,1953,49,49,12189.681,12656.145,24845.825
World,1953,50,50,11795.98,12306.138,24102.118
World,1953,51,51,11333.994,11845.92,23179.913
World,1953,52,52,10929.317,11574.064,22503.381
World,1953,53,53,10405.529,11077.045,21482.573
World,1953,54,54,9880.433,10534.456,20414.89
World,1953,55,55,9513.691,10235.216,19748.907
World,1953,56,56,9083.207,9831.948,18915.155
World,1953,57,57,8665.329,9507.766,18173.096
World,1953,58,58,8234.567,9109.488,17344.055
World,1953,59,59,7843.648,8728.109,16571.757
World,1953,60,60,7446.964,8332.719,15779.683
World,1953,61,61,7021.131,7911.306,14932.437
World,1953,62,62,6645.962,7599.493,14245.456
World,1953,63,63,6362.811,7330.346,13693.157
World,1953,64,64,6161.659,7216.188,13377.847
World,1953,65,65,5863.231,6940.917,12804.148
World,1953,66,66,5429.402,6446.058,11875.46
World,1953,67,67,5015.291,6055.935,11071.227
World,1953,68,68,4626.028,5646.376,10272.404
World,1953,69,69,4269.637,5285.608,9555.245
World,1953,70,70,3938.235,4944.484,8882.719
World,1953,71,71,3600.676,4567.819,8168.495
World,1953,72,72,3296.394,4249.879,7546.274
World,1953,73,73,2967.476,3854.732,6822.208
World,1953,74,74,2663.937,3503.544,6167.481
World,1953,75,75,2414.697,3210.959,5625.657
World,1953,76,76,2170.22,2898.156,5068.376
World,1953,77,77,1933.6,2638.187,4571.787
World,1953,78,78,1683.896,2331.968,4015.863
World,1953,79,79,1451.563,2041.826,3493.39
World,1953,80,80,1246.264,1785.924,3032.188
World,1953,81,81,1043.113,1519.668,2562.781
World,1953,82,82,864.736,1287.278,2152.014
World,1953,83,83,714.986,1096.168,1811.155
World,1953,84,84,578.434,910.706,1489.14
World,1953,85,85,460.001,746.811,1206.812
World,1953,86,86,363.176,608.314,971.491
World,1953,87,87,281.986,489.216,771.202
World,1953,88,88,214.214,386.379,600.593
World,1953,89,89,159.775,300.514,460.289
World,1953,90,90,116.99,229.298,346.288
World,1953,91,91,84.046,171.137,255.184
World,1953,92,92,59.545,125.788,185.333
World,1953,93,93,40.54,89.037,129.577
World,1953,94,94,26.756,60.934,87.691
World,1953,95,95,17.941,41.914,59.855
World,1953,96,96,11.836,28.372,40.209
World,1953,97,97,7.221,17.857,25.078
World,1953,98,98,4.389,11.065,15.454
World,1953,99,99,2.925,7.424,10.349
World,1953,100+,100,4.184,11.249,15.432
World,1954,0,0,45934.474,44121.624,90056.098
World,1954,1,1,42198.745,40676.228,82874.973
World,1954,2,2,39641.177,38209.567,77850.744
World,1954,3,3,37488.709,36124.628,73613.337
World,1954,4,4,35954.788,34565.647,70520.436
World,1954,5,5,33999.035,32588.91,66587.946
World,1954,6,6,32422.446,31039.226,63461.671
World,1954,7,7,31154.355,29824.769,60979.124
World,1954,8,8,29116.758,27916.646,57033.404
World,1954,9,9,27421.387,26272.465,53693.852
World,1954,10,10,26854.136,25690.953,52545.089
World,1954,11,11,26520.29,25369.18,51889.471
World,1954,12,12,26560.663,25407.587,51968.25
World,1954,13,13,26619.003,25493.208,52112.211
World,1954,14,14,26325.731,25217.236,51542.967
World,1954,15,15,26191.91,25048.04,51239.95
World,1954,16,16,26124.619,24946.912,51071.531
World,1954,17,17,25692.926,24630.613,50323.539
World,1954,18,18,25098.052,24220.539,49318.59
World,1954,19,19,24478.56,23702.028,48180.588
World,1954,20,20,23964.048,23189.053,47153.1
World,1954,21,21,23518.198,22809.418,46327.616
World,1954,22,22,23046.556,22409.964,45456.52
World,1954,23,23,22922.648,22299.488,45222.137
World,1954,24,24,22676.078,22099.398,44775.476
World,1954,25,25,22314.225,21821.77,44135.995
World,1954,26,26,21895.196,21458.679,43353.876
World,1954,27,27,21144.921,20867.747,42012.668
World,1954,28,28,20553.448,20538.109,41091.558
World,1954,29,29,20004.113,20197.404,40201.516
World,1954,30,30,19312.041,19673.004,38985.045
World,1954,31,31,18590.278,19040.181,37630.459
World,1954,32,32,18052.876,18471.682,36524.559
World,1954,33,33,17667.405,18050.853,35718.258
World,1954,34,34,16915.532,17262.571,34178.103
World,1954,35,35,15949.742,16253.548,32203.289
World,1954,36,36,15348.096,15569.766,30917.863
World,1954,37,37,15122.617,15332.121,30454.738
World,1954,38,38,15215.815,15557.504,30773.32
World,1954,39,39,15493.708,15958.291,31451.999
World,1954,40,40,15542.945,16051.04,31593.985
World,1954,41,41,15231.349,15749.967,30981.316
World,1954,42,42,14812.051,15301.391,30113.443
World,1954,43,43,14548.375,15045.401,29593.776
World,1954,44,44,14318.773,14826.503,29145.275
World,1954,45,45,13978.395,14479.909,28458.304
World,1954,46,46,13573.398,14052.767,27626.166
World,1954,47,47,13168.102,13606.789,26774.891
World,1954,48,48,12796.843,13254.596,26051.439
World,1954,49,49,12400.722,12867.022,25267.744
World,1954,50,50,12015.154,12530.763,24545.917
World,1954,51,51,11606.873,12166.291,23773.164
World,1954,52,52,11143.588,11704.522,22848.111
World,1954,53,53,10731.141,11432.654,22163.796
World,1954,54,54,10206.371,10930.261,21136.631
World,1954,55,55,9676.929,10393.499,20070.428
World,1954,56,56,9297.413,10083.481,19380.894
World,1954,57,57,8872.607,9678.37,18550.977
World,1954,58,58,8446.548,9348.029,17794.576
World,1954,59,59,8014.319,8951.496,16965.815
World,1954,60,60,7607.806,8557.296,16165.103
World,1954,61,61,7203.919,8147.901,15351.82
World,1954,62,62,6769.686,7720.783,14490.469
World,1954,63,63,6390.306,7398.775,13789.081
World,1954,64,64,6095.144,7114.704,13209.848
World,1954,65,65,5889.891,6997.907,12887.798
World,1954,66,66,5584.216,6704.579,12288.795
World,1954,67,67,5150.592,6199.328,11349.92
World,1954,68,68,4742.709,5814.21,10556.919
World,1954,69,69,4355.417,5401.813,9757.229
World,1954,70,70,3998.698,5029.693,9028.391
World,1954,71,71,3667.18,4683.079,8350.26
World,1954,72,72,3334.399,4301.989,7636.388
World,1954,73,73,3033.443,3982.072,7015.514
World,1954,74,74,2715.479,3590.354,6305.833
World,1954,75,75,2419.128,3242.469,5661.596
World,1954,76,76,2174.854,2942.323,5117.176
World,1954,77,77,1940.863,2645.3,4586.163
World,1954,78,78,1713.016,2384.541,4097.557
World,1954,79,79,1474.557,2087.295,3561.852
World,1954,80,80,1255.636,1804.015,3059.651
World,1954,81,81,1065.204,1560.839,2626.043
World,1954,82,82,880.706,1312.613,2193.319
World,1954,83,83,720.053,1098.409,1818.462
World,1954,84,84,587.705,923.188,1510.893
World,1954,85,85,467.409,755.355,1222.763
World,1954,86,86,366.229,610.199,976.428
World,1954,87,87,283.643,489.199,772.842
World,1954,88,88,215.911,386.603,602.514
World,1954,89,89,161.046,300.241,461.288
World,1954,90,90,117.906,229.221,347.128
World,1954,91,91,84.767,171.483,256.25
World,1954,92,92,59.652,125.42,185.072
World,1954,93,93,41.207,89.903,131.109
World,1954,94,94,27.38,62.105,89.484
World,1954,95,95,17.708,41.584,59.291
World,1954,96,96,11.623,27.931,39.554
World,1954,97,97,7.534,18.494,26.027
World,1954,98,98,4.546,11.409,15.956
World,1954,99,99,2.72,6.877,9.597
World,1954,100+,100,4.057,10.902,14.96
World,1955,0,0,47059.215,45210.732,92269.947
World,1955,1,1,42972.259,41411.901,84384.16
World,1955,2,2,40847.634,39360.476,80208.11
World,1955,3,3,38889.128,37464.287,76353.415
World,1955,4,4,37022.721,35663.171,72685.893
World,1955,5,5,35636.096,34249.764,69885.86
World,1955,6,6,33783.556,32377.278,66160.834
World,1955,7,7,32262.254,30878.542,63140.797
World,1955,8,8,31023.006,29691.508,60714.514
World,1955,9,9,29004.031,27801.693,56805.723
World,1955,10,10,27342.952,26188.596,53531.549
World,1955,11,11,26768.96,25605.284,52374.243
World,1955,12,12,26439.561,25290.21,51729.772
World,1955,13,13,26472.523,25332.719,51805.243
World,1955,14,14,26515.642,25407.321,51922.963
World,1955,15,15,26221.43,25139.467,51360.897
World,1955,16,16,26091.038,24960.113,51051.151
World,1955,17,17,26015.911,24850.067,50865.978
World,1955,18,18,25573.451,24533.199,50106.65
World,1955,19,19,24980.515,24129.252,49109.766
World,1955,20,20,24368.411,23608.537,47976.948
World,1955,21,21,23842.833,23096.844,46939.677
World,1955,22,22,23392.915,22705.124,46098.039
World,1955,23,23,22933.333,22313.999,45247.331
World,1955,24,24,22813.646,22197.943,45011.59
World,1955,25,25,22573.374,22004.068,44577.441
World,1955,26,26,22202.61,21715.372,43917.982
World,1955,27,27,21786.517,21353.664,43140.181
World,1955,28,28,21034.865,20762.003,41796.868
World,1955,29,29,20446.802,20436.131,40882.933
World,1955,30,30,19907.463,20111.588,40019.05
World,1955,31,31,19212.306,19573.285,38785.591
World,1955,32,32,18493.668,18946.558,37440.226
World,1955,33,33,17955.923,18376.679,36332.601
World,1955,34,34,17564.803,17947.326,35512.13
World,1955,35,35,16814.276,17170.388,33984.664
World,1955,36,36,15844.761,16154.192,31998.952
World,1955,37,37,15243.637,15472.067,30715.704
World,1955,38,38,15005.601,15221.635,30227.236
World,1955,39,39,15098.126,15450.611,30548.737
World,1955,40,40,15372.276,15850.729,31223.005
World,1955,41,41,15413.683,15935.317,31348.999
World,1955,42,42,15098.312,15638.989,30737.302
World,1955,43,43,14670.964,15185.978,29856.943
World,1955,44,44,14399.325,14921.189,29320.514
World,1955,45,45,14168.515,14710.594,28879.109
World,1955,46,46,13819.951,14355.175,28175.126
World,1955,47,47,13414.631,13930.77,27345.4
World,1955,48,48,13000.888,13479.845,26480.732
World,1955,49,49,12627.274,13130.094,25757.368
World,1955,50,50,12226.221,12740.377,24966.599
World,1955,51,51,11828.688,12392.806,24221.494
World,1955,52,52,11415.684,12025.803,23441.487
World,1955,53,53,10939.711,11558.914,22498.625
World,1955,54,54,10528.138,11284.503,21812.64
World,1955,55,55,10006.138,10791.199,20797.337
World,1955,56,56,9463.731,10243.254,19706.985
World,1955,57,57,9083.097,9927.747,19010.844
World,1955,58,58,8649.744,9514.889,18164.633
World,1955,59,59,8224.405,9187.057,17411.461
World,1955,60,60,7778.38,8779.851,16558.231
World,1955,61,61,7362.617,8371.697,15734.314
World,1955,62,62,6949.781,7957.433,14907.214
World,1955,63,63,6512.09,7520.954,14033.044
World,1955,64,64,6124.212,7184.159,13308.372
World,1955,65,65,5828.048,6900.589,12728.637
World,1955,66,66,5614.044,6766.877,12380.921
World,1955,67,67,5303.375,6457.806,11761.181
World,1955,68,68,4872.41,5954.143,10826.553
World,1955,69,69,4467.707,5566.034,10033.742
World,1955,70,70,4084.177,5147.72,9231.897
World,1955,71,71,3728.52,4771.281,8499.801
World,1955,72,72,3398.535,4416.468,7815.004
World,1955,73,73,3070.077,4034.336,7104.413
World,1955,74,74,2776.169,3712.265,6488.435
World,1955,75,75,2468.492,3331.211,5799.703
World,1955,76,76,2180.847,2975.816,5156.663
World,1955,77,77,1945.385,2684.622,4630.007
World,1955,78,78,1721.139,2395.085,4116.224
World,1955,79,79,1501.659,2137.958,3639.617
World,1955,80,80,1277.811,1849.467,3127.278
World,1955,81,81,1074.786,1579.784,2654.57
World,1955,82,82,900.455,1350.801,2251.255
World,1955,83,83,734.654,1122.42,1857.074
World,1955,84,84,593.222,927.601,1520.823
World,1955,85,85,476.284,768.411,1244.696
World,1955,86,86,373.259,619.44,992.699
