"","(Intercept)","Year","CC9_Households","CC10_Household_Size","CC11_Population_Estimate","CC12_Total_Population","B14__declared_legal_protected","B14__undeclared_illegal_unprotected","B14__resettled","Eviction_Threats","EE2A_Current_Eviction_Threat","EE2B_Current_Eviction_Seriousnesshigh","EE2B_Current_Eviction_Seriousnesslow","EE2B_Current_Eviction_Seriousnessmedium","EE2B_Current_Eviction_Seriousnessnone","C13__few_rent","C13__less_half_rent","C13__half_rent","C13__most_rent","C13__no_rent","FF1_8_Water_Sourcesindividual_taps","FF1_8_Water_Sourcesshared_taps","FF1_8_Water_Sourcescommunity_taps","FF1_8_Water_Sourceswells","FF1_8_Water_Sourcesdams","FF1_8_Water_Sourcessprings","`FF6_Supply_(private=1,municipality=0)_springs`","FF1_8_Water_Sourcesrivers","FF1_8_Water_Sourceswater_tankers","FF1_8_Water_Sourceswater_kiosk","FF11_Water_MonthlyCost","FF12_Water_CollectionTime10_minutes","FF12_Water_CollectionTime15_minutes","FF12_Water_CollectionTime30_minutes","FF12_Water_CollectionTime30_minutes_to_1_hour","FF12_Water_CollectionTime5_minutes","FF12_Water_CollectionTimemore_than_1_hour","FF13_Water_Fetchanimal","FF13_Water_Fetchmotorized_transport","FF13_Water_Fetchother","FF13_Water_Fetchwalk","FF13_Water_Fetchwheel_barrow","FF14_Water_HoursPerDay","`FF15_Main_Water_Line_(yes=1, no=0)`","GG1_Sewer_Line","GG2_Sewer_Connected","GG4_Toilets_Pay_Amount","GG7_10_Toilet_Typesindividual_toilets","GG7_Managermunicipality","GG7_Managerother","GG7_Managerprivate","GG7_Managerprivate_group","GG7_Managerprivate_individual","GG7_10_Toilet_Typesshared_toilets","GG7_10_Toilet_Typescommunal_toilets","GG9_Managercommunity","GG9_Managermunicipality","GG9_Managerother","GG9_Managerprivate","GG9_Managerprivate_individual","GG7_10_Toilet_Typespublic_toilets","GG10_Managercommunity","GG10_Managermunicipality","GG10_Managerother","GG10_Managerprivate","GG10_Managerprivate_group","GG10_Managerprivate_individual","GG11_Toilet_AverageWait10_minutes","GG11_Toilet_AverageWait15_minutes","GG11_Toilet_AverageWait30_minutes","GG11_Toilet_AverageWait5_minutes","DD1_Location_Problemscanal","DD1_Location_Problemsslope","DD1_Location_Problemsflood_prone_area","DD1_Location_Problemsgarbage_dump","DD1_Location_Problemsroad_side","DD1_Location_Problemsopen_drains","DD1_Location_Problemswater_body","DD1_Location_Problemsrailway_track","DD1_Location_Problemsmine_dump","DD1_Location_Problemssinking_soil","DD1_Location_Problemsindustrial_hazards","DD1_Location_Problemsunder_power_lines","DD1_Location_Problemsother","DD2_Location_Dangerous","JJ1_Electricity_Availableno","JJ1_Electricity_Availableyes","Y_train"
"68",1,1990,973,1,1,42,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,750,0,0,0,0,1,0,0,0,0,1,0,10,1,1,1,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0.9375
"113",1,1980,848,15,284,263,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,450,1,0,0,0,0,0,0,0,0,1,0,24,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0.840848806366048
"225",1,1995,1068,19,446,403,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,35000,0,0,0,0,1,0,0,0,0,1,0,6,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0.582191780821918
"128",1,1945,3707,11,480,455,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1200,1,0,0,0,0,0,0,0,0,1,0,24,1,1,1,32,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.918264379414733
"411",1,2010,1842,20,93,92,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,50000,0,1,0,0,0,0,0,0,0,1,0,6,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"511",1,2000,8000,21,463,416,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,90000,1,0,0,0,0,0,0,0,0,1,0,24,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0.033255736614566
"211",1,1920,1500,16,484,433,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,25000,0,0,0,0,1,0,0,0,0,1,0,15,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0.7
"381",1,1970,5200,16,247,280,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,12000,0,0,0,0,1,0,0,0,0,1,0,24,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.08
"58",1,1959,6000,16,314,280,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,445,1,0,0,0,0,0,0,0,0,1,0,15,1,0,0,32,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.992229992229992
"266",1,2004,1080,19,448,400,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,30000,0,0,0,0,1,0,0,0,0,1,0,24,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0.0072463768115942
"98",1,1980,135,15,588,536,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,30000,0,0,0,0,1,0,0,0,0,1,0,2,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0.16
"61",1,1996,1557,11,273,243,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,300,1,0,0,0,0,0,0,0,0,1,0,15,1,1,1,32,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0.957831325301205
"355",1,1986,7000,16,337,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,30000,1,0,0,0,0,0,0,0,0,1,0,24,1,1,0,17,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.696969696969697
"421",1,1970,1500,21,82,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,8,0,0,0,0,1,0,0,1,0,0,0,12,1,0,0,26,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0.130434782608696
"176",1,2013,505,21,350,307,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,1,0,0,0,0,1,0,24,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.555555555555556
"312",1,1960,700,16,292,260,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,15000,0,0,0,0,1,0,0,0,0,1,0,18,1,0,0,22,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.166666666666667
"45",1,1972,250,16,9,433,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,70,1,0,0,0,0,0,0,0,0,1,0,24,1,0,0,21,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0.962962962962963
"485",1,1920,9000,19,426,381,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,30000,0,0,0,0,1,0,0,0,0,1,0,24,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0.125
"498",1,1960,2625,15,55,56,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,30000,0,0,1,0,0,0,0,0,0,1,0,6,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,1,1,0,0,1,0
"378",1,1914,1200,15,375,332,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,20000,0,1,0,0,0,0,0,0,0,1,0,6,1,0,0,39,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0.25
"208",1,2014,900,16,367,28,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,15000,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0.401980198019802
"375",1,1990,3064,19,154,144,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,40000,1,0,0,0,0,0,0,0,0,0,0,12,0,1,1,35,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"513",1,1950,35000,16,150,140,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,32000,0,0,0,0,1,0,0,0,0,1,0,18,1,0,0,17,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.399920015996801
"366",1,1920,4700,16,230,211,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,30000,0,0,1,0,0,0,0,0,0,1,0,24,1,0,0,17,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0.297029702970297
"509",1,1994,6500,19,347,304,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,36000,0,0,0,0,1,0,0,0,0,1,0,14,1,1,1,22,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0.059622391520371
"346",1,1999,2135,16,58,59,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,30000,0,0,0,0,1,0,0,0,0,1,0,12,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"288",1,1920,6000,16,314,296,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,6000,0,0,0,0,1,0,0,0,0,1,0,24,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0.279569892473118
"324",1,1878,12000,16,459,412,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,80,0,1,0,0,0,0,0,0,0,1,0,24,1,0,0,15,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.384615384615385
"1",1,1999,53,19,559,508,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1200,1,0,0,0,0,0,0,0,0,1,0,12,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,1,0,1,1
"526",1,1995,27500,11,428,382,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,10000,0,0,0,0,1,0,0,0,0,1,0,24,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0
"100",1,1950,45,16,546,496,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,360,0,0,0,0,1,0,0,0,0,1,0,10,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
"172",1,1954,862,4,609,540,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,-3,1,0,0,0,0,0,0,0,0,0,0,8,1,1,0,32,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0.714535901926445
"277",1,2000,1632,19,529,479,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,20000,0,0,0,0,1,0,0,0,0,0,0,5,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0.00986842105263158
"159",1,1947,688,21,413,369,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,30000,0,1,0,0,0,0,0,0,0,1,0,6,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7
"50",1,1988,324,15,14,29,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1200,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0.986046511627907
"110",1,1996,651,11,16,27,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,450,1,0,0,0,0,0,0,0,0,1,0,24,1,1,1,6,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0.664516129032258
"299",1,1960,7000,16,337,296,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,28000,1,0,0,0,0,0,0,0,0,1,0,24,1,1,0,17,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0.611111111111111
"187",1,1959,3185,19,159,149,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,500,0,0,0,0,1,0,0,0,0,1,0,12,1,1,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0.813587406793703
"351",1,1911,1400,16,468,420,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,15000,0,0,0,0,1,0,0,0,0,1,0,18,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0.166666666666667
"46",1,1905,2000,19,82,80,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,300,0,0,0,0,1,0,0,0,0,1,0,24,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0.996589940323956
"193",1,2000,1200,11,186,23,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,30000,1,0,0,0,0,0,0,0,0,1,0,24,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0.166666666666667
"436",1,1994,3600,20,242,221,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,9000,0,1,0,0,0,0,0,0,0,1,0,5,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0.0067476383265857
"495",1,2009,2166,16,63,63,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,15000,0,0,0,0,0,1,0,0,0,1,0,24,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0164740595033194
"391",1,1975,4000,16,207,305,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,8000,0,1,0,0,0,0,0,0,0,1,0,2,1,0,0,22,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.457222029788708
"77",1,1935,1808,19,64,64,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,600,0,1,0,0,0,0,0,0,0,0,1,24,0,0,0,6,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0.962722852512156
"475",1,1799,1500,15,434,291,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,100,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,21,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0.5
"286",1,1889,8000,20,429,384,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,25000,0,0,0,0,1,0,0,0,0,1,0,24,1,0,0,40,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0.277777777777778
"150",1,1985,644,16,277,247,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,500,0,0,0,0,1,0,0,0,0,1,0,12,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0.703488372093023
"437",1,1940,6924,20,390,347,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60000,1,0,0,0,0,0,0,0,0,1,0,24,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"140",1,1889,600,15,186,189,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,51000,1,0,0,0,0,0,0,0,0,1,0,10,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.55
"82",1,1999,46,20,560,509,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,500,0,0,0,0,1,0,0,0,0,1,0,24,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.4
"338",1,1985,3126,12,461,414,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,30000,0,0,1,0,0,0,0,0,0,1,0,12,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0.0215285252960172
"41",1,1987,5118,19,317,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,450,0,0,0,0,1,0,0,0,0,1,0,24,1,1,1,32,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,0.999086757990868
"201",1,2009,3524,16,148,104,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,15000,0,0,0,0,1,0,0,0,0,1,0,3,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0.0333333333333333
"220",1,1990,250,15,2,157,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,35,0,0,0,0,1,0,0,0,0,0,1,24,1,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0.3
"257",1,1970,1800,16,512,466,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,28000,0,0,0,0,1,0,0,0,0,1,0,24,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0.03
"143",1,1999,150,15,593,543,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,15000,1,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.122641509433962
"209",1,2009,2340,15,520,473,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,270,0,0,0,0,1,0,0,0,0,1,0,8,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0.729037952338923
"406",1,1980,7500,16,343,301,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,40000,0,0,0,0,1,0,0,0,0,1,0,24,1,0,0,7,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.075
"205",1,1993,328,5,278,248,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,30000,0,0,0,0,1,0,0,0,0,1,0,24,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0.0506329113924051
"377",1,1999,5000,16,241,220,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,20000,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0.105960264900662
"386",1,1981,6198,15,239,217,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,45000,0,0,0,0,1,0,0,0,0,1,0,24,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0.00136612021857923
"428",1,2009,5638,16,258,65,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,30000,0,0,0,0,1,0,0,0,0,1,0,6,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0
"173",1,1992,452,11,614,562,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,30000,0,0,0,0,1,0,0,0,0,1,0,12,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0555555555555556
"62",1,1949,6000,16,314,280,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,9000,0,0,0,0,1,0,0,0,0,1,0,18,1,0,0,17,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0.990358126721763
"440",1,1940,5500,20,344,302,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,30000,0,0,0,0,1,0,0,0,0,1,0,24,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"512",1,1999,1322,15,404,94,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,30000,0,0,0,0,1,0,0,0,0,1,0,24,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"26",1,1905,4116,15,134,127,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,600,0,0,0,0,1,0,0,0,0,1,0,24,0,1,0,34,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1
