"","(Intercept)","Year","CC9_Households","CC10_Household_Size","CC11_Population_Estimate","CC12_Total_Population","B14__declared_legal_protected","B14__undeclared_illegal_unprotected","B14__resettled","Eviction_Threats","EE2A_Current_Eviction_Threat","EE2B_Current_Eviction_Seriousnesshigh","EE2B_Current_Eviction_Seriousnesslow","EE2B_Current_Eviction_Seriousnessmedium","EE2B_Current_Eviction_Seriousnessnone","C13__few_rent","C13__less_half_rent","C13__half_rent","C13__most_rent","C13__no_rent","FF1_8_Water_Sourcesindividual_taps","FF1_8_Water_Sourcesshared_taps","FF1_8_Water_Sourcescommunity_taps","FF1_8_Water_Sourceswells","FF1_8_Water_Sourcesdams","FF1_8_Water_Sourcessprings","`FF6_Supply_(private=1,municipality=0)_springs`","FF1_8_Water_Sourcesrivers","FF1_8_Water_Sourceswater_tankers","FF1_8_Water_Sourceswater_kiosk","FF11_Water_MonthlyCost","FF12_Water_CollectionTime10_minutes","FF12_Water_CollectionTime15_minutes","FF12_Water_CollectionTime30_minutes","FF12_Water_CollectionTime30_minutes_to_1_hour","FF12_Water_CollectionTime5_minutes","FF12_Water_CollectionTimemore_than_1_hour","FF13_Water_Fetchanimal","FF13_Water_Fetchmotorized_transport","FF13_Water_Fetchother","FF13_Water_Fetchwalk","FF13_Water_Fetchwheel_barrow","FF14_Water_HoursPerDay","`FF15_Main_Water_Line_(yes=1, no=0)`","GG1_Sewer_Line","GG2_Sewer_Connected","GG4_Toilets_Pay_Amount","GG7_10_Toilet_Typesindividual_toilets","GG7_Managermunicipality","GG7_Managerother","GG7_Managerprivate","GG7_Managerprivate_group","GG7_Managerprivate_individual","GG7_10_Toilet_Typesshared_toilets","GG7_10_Toilet_Typescommunal_toilets","GG9_Managercommunity","GG9_Managermunicipality","GG9_Managerother","GG9_Managerprivate","GG9_Managerprivate_individual","GG7_10_Toilet_Typespublic_toilets","GG10_Managercommunity","GG10_Managermunicipality","GG10_Managerother","GG10_Managerprivate","GG10_Managerprivate_group","GG10_Managerprivate_individual","GG11_Toilet_AverageWait10_minutes","GG11_Toilet_AverageWait15_minutes","GG11_Toilet_AverageWait30_minutes","GG11_Toilet_AverageWait5_minutes","DD1_Location_Problemscanal","DD1_Location_Problemsslope","DD1_Location_Problemsflood_prone_area","DD1_Location_Problemsgarbage_dump","DD1_Location_Problemsroad_side","DD1_Location_Problemsopen_drains","DD1_Location_Problemswater_body","DD1_Location_Problemsrailway_track","DD1_Location_Problemsmine_dump","DD1_Location_Problemssinking_soil","DD1_Location_Problemsindustrial_hazards","DD1_Location_Problemsunder_power_lines","DD1_Location_Problemsother","DD2_Location_Dangerous","JJ1_Electricity_Availableno","JJ1_Electricity_Availableyes","Y_train"
"109",1,1960,250,15,2,555,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,18000,1,0,0,0,0,0,0,0,0,1,0,6,1,0,0,18,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.610687022900763
"246",1,1999,2500,16,88,332,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,6000,0,0,1,0,0,0,0,0,0,1,0,24,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"382",1,1960,4314,21,333,293,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,40000,0,0,1,0,0,0,0,0,0,1,0,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
"424",1,1918,5369,19,329,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,30,0,0,0,0,1,0,0,0,0,1,0,12,1,1,1,21,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0.230769230769231
"409",1,2009,3886,22,336,378,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,45000,0,0,0,0,1,0,0,0,0,1,0,24,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"91",1,1978,4423,11,505,460,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,750,0,0,0,0,1,0,0,0,0,1,0,24,0,0,0,29,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.975128017556694
"443",1,1838,8000,20,429,387,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,60,0,1,0,0,0,0,0,0,0,0,0,24,1,0,0,21,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
"311",1,1960,700,16,292,260,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,15000,0,0,0,0,1,0,0,0,0,1,0,18,1,0,0,47,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0.166666666666667
"306",1,2000,2755,19,138,49,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,30000,0,0,0,0,1,0,0,0,0,1,0,24,1,0,0,41,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,1,0,1,0
"461",1,1826,1100,19,452,404,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,30,0,0,0,0,1,0,0,0,0,1,0,24,1,1,1,21,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0.52
"347",1,1971,1096,16,412,367,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,50000,0,0,0,0,1,0,0,0,0,1,0,12,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0119402985074627
"332",1,1992,1527,19,516,469,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,60000,1,0,0,0,0,0,0,0,0,1,0,24,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"463",1,1997,5500,15,218,112,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,30000,0,0,0,0,1,0,0,0,0,1,0,24,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0
"314",1,1986,1000,15,348,185,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,30000,1,0,0,0,0,0,0,0,0,1,0,15,1,0,0,17,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0.208333333333333
"490",1,1999,1320,15,403,360,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,30000,0,0,0,0,1,0,0,0,0,1,0,24,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0.000553556601162469
"136",1,1931,4000,16,207,194,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,36000,0,0,0,0,0,1,0,0,0,0,0,6,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.12
"353",1,1889,1790,16,509,45,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,6000,0,0,0,0,1,0,0,0,0,1,0,24,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0.441340782122905
"51",1,1905,513,20,296,262,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,300,0,0,0,0,1,0,0,0,0,1,0,10,0,1,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0.989071038251366
"189",1,1995,180,15,599,549,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,40000,0,0,0,1,0,0,0,0,0,1,0,13,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.233333333333333
"79",1,1905,51,20,567,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,450,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0.166666666666667
"315",1,2004,1480,16,479,428,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,15000,0,0,0,1,0,0,0,0,0,1,0,24,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0.0193050193050193
"197",1,1958,2850,16,110,107,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,30000,0,0,0,1,0,0,0,0,0,1,0,24,1,0,0,22,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0.1
"510",1,1994,5619,15,224,207,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,30000,0,0,0,0,1,0,0,0,0,1,0,24,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0.00949257852951329
"407",1,1973,5783,19,334,294,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,30000,0,0,0,0,1,0,0,0,0,1,0,24,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.135514018691589
"285",1,1960,7200,15,261,185,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,100,0,0,0,0,1,0,0,0,0,1,0,12,1,0,0,12,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0.0972222222222222
"118",1,1978,700,16,292,260,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,300,0,0,0,0,1,0,0,0,0,1,0,24,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.489051094890511
"432",1,1995,8216,19,391,349,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,60000,0,0,0,0,1,0,0,0,0,1,0,18,0,1,1,22,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0.00484496124031008
"55",1,2006,6489,19,345,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,500,1,0,0,0,0,0,0,0,0,1,0,8,1,1,0,27,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0.98538961038961
"320",1,1995,2054,20,112,429,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,15000,1,0,0,0,0,0,0,0,0,1,0,24,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0.0147783251231527
"154",1,1960,2000,14,434,365,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,3000,0,0,0,0,1,0,0,0,0,1,0,12,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0.6
"369",1,1950,2372,19,109,106,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,40000,0,0,0,0,1,0,0,0,0,1,0,12,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
"69",1,1983,127,20,611,559,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,350,0,1,0,0,0,0,0,0,0,1,0,24,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,1,1,0,1,0,1,0.795698924731183
"372",1,1940,2500,19,122,280,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,30,1,0,0,0,0,0,0,0,0,1,0,24,1,0,0,21,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0.0163934426229508
"15",1,1990,225,16,4,8,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,900,0,0,0,1,0,0,1,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1
"429",1,2000,9000,16,388,527,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,30000,1,0,0,0,0,0,0,0,0,1,0,24,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"448",1,1992,6080,5,460,413,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,30000,0,0,1,0,0,0,0,0,0,1,0,12,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0310077519379845
"521",1,1980,18000,20,96,348,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,30000,0,0,0,0,1,0,0,0,0,1,0,24,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.000583941605839416
"255",1,2000,511,21,353,311,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,60000,0,0,1,0,0,0,0,0,0,1,0,6,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0
"284",1,1999,700,19,358,314,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,7500,1,0,0,0,0,0,0,0,0,1,0,24,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
"88",1,1963,60,15,550,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,200,0,0,0,0,1,0,0,0,0,1,0,12,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0
"296",1,1961,3000,16,122,466,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,50,0,0,0,0,0,1,0,0,0,0,1,24,1,0,0,12,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0.3
"223",1,1932,402,19,189,181,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,21000,0,0,0,0,0,1,0,0,0,1,0,24,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.211581291759465
"210",1,2007,2721,19,133,114,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,15000,1,0,0,0,0,0,0,0,0,1,0,7,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0.787087912087912
"17",1,1905,996,15,312,278,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,450,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1,1
"120",1,1969,961,16,376,333,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,600,1,0,0,0,0,0,0,0,0,1,0,24,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0.81453634085213
"500",1,2014,7000,16,337,296,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,60000,0,0,0,0,1,0,0,0,0,1,0,24,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"169",1,1974,426,15,35,30,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,45000,0,0,0,0,1,0,0,0,0,1,0,12,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.166666666666667
"305",1,1981,7261,16,341,299,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,30000,1,0,0,0,0,0,0,0,0,1,0,24,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0.00832177531206657
"502",1,1799,7000,19,381,340,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,30000,0,0,1,0,0,0,0,0,0,1,0,24,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,1,0.2
"368",1,1970,3120,15,86,86,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,20000,1,0,0,0,0,0,0,0,0,1,0,18,1,1,1,40,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0.1
"340",1,1961,4246,16,215,135,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,3000,0,0,0,0,1,0,0,0,0,1,0,24,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
"161",1,1980,1200,14,297,264,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,30000,0,0,0,0,1,0,0,0,0,1,0,13,1,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0.840597758405978
"18",1,1973,400,15,31,28,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,360,1,0,0,0,0,0,0,0,0,1,0,24,1,1,0,6,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1,1
"439",1,1977,1290,19,489,438,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,40000,1,0,0,0,0,0,0,0,0,1,0,24,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0.00445632798573975
"117",1,1960,320,16,31,14,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,30000,0,0,1,0,0,0,0,0,0,1,0,2,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0.35
"438",1,1990,2559,19,125,388,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,15000,0,1,0,0,0,0,0,0,0,1,0,24,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"243",1,1920,6000,16,314,280,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,12000,1,0,0,0,0,0,0,0,0,1,0,24,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.6
"467",1,1999,1200,19,473,424,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,20000,0,0,0,0,1,0,0,0,0,1,0,8,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0
"233",1,1910,420,16,175,166,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,50000,1,0,0,0,0,0,0,0,0,1,0,18,1,1,1,17,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0.05
"158",1,1940,478,16,185,177,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0,24000,1,0,0,0,0,0,0,0,0,1,0,24,1,1,1,17,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0.398058252427184
"191",1,2000,3692,11,478,426,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1500,0,0,0,0,1,0,0,0,0,1,0,24,1,1,1,32,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0.753218884120172
"497",1,2009,5866,16,266,235,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,30000,0,0,0,0,0,1,0,0,0,1,0,24,0,0,0,17,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
"181",1,2014,622,16,272,241,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,3000,0,0,0,0,1,0,0,0,0,1,0,2,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0.315068493150685
"390",1,2005,1892,16,522,180,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60000,0,0,1,0,0,0,0,0,0,1,0,24,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0723684210526316
"415",1,1994,3200,20,223,168,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,30000,0,0,0,0,1,0,0,0,0,1,0,12,0,0,0,40,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.017725258493353
"482",1,1993,2958,21,231,214,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,7000,0,0,0,0,1,0,0,0,0,1,0,18,0,1,1,17,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0
"273",1,1970,2476,19,117,115,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,240,1,0,0,0,0,0,0,0,0,1,0,20,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0.581329561527581
"271",1,1964,1761,19,57,409,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,20000,0,0,0,0,1,0,0,0,0,1,0,24,0,0,0,47,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
